seed,epoch,temperature,Z,E,S,F,F_check,err,delta_F
27,1,1.0,309.3051615610549,-0.19676860320865702,5.537559764222385,-5.734328367431042,-5.734328367431042,0.0,0.025056213047223608
27,2,1.0,301.65143268918655,-0.1717127862045062,5.537559368179312,-5.709272154383818,-5.709272154383818,0.0,-0.05892898150257242
27,3,1.0,319.96164712816955,-0.2389203461273411,5.52928078975905,-5.7682011358863905,-5.768201135886391,8.881784197001252e-16,0.041108496279638196
27,4,1.0,307.0751910564725,-0.20549784106084254,5.521594798545911,-5.727092639606752,-5.727092639606753,8.881784197001252e-16,0.005914813463044233
27,5,1.0,305.2642595229719,-0.1949683083423446,5.526209517801362,-5.721177826143708,-5.721177826143707,8.881784197001252e-16,-0.08976831777424188
27,6,1.0,333.9349267543135,-0.29652460518513546,5.5144215387328135,-5.81094614391795,-5.810946143917949,8.881784197001252e-16,-0.027584879937609053
27,7,1.0,343.2747077521784,-0.32555563942321997,5.5129753844323375,-5.838531023855559,-5.838531023855557,1.7763568394002505e-15,-0.03918056495578437
27,8,1.0,356.99136321479364,-0.3755482962579764,5.502163292553369,-5.877711588811343,-5.877711588811345,1.7763568394002505e-15,-0.01967730937569545
27,9,1.0,364.08556117465974,-0.3915964247045208,5.5057924734825185,-5.897388898187039,-5.89738889818704,8.881784197001252e-16,-0.02068956021163615
27,10,1.0,371.6967963669915,-0.41044955135456024,5.507628907044115,-5.918078458398675,-5.918078458398675,0.0,0.13516852365768894
27,11,1.0,324.7026806148359,-0.26982230069034596,5.513087634050641,-5.782909934740986,-5.782909934740987,8.881784197001252e-16,-0.02768016824481645
27,12,1.0,333.8160534148584,-0.29924335658346424,5.511346746402339,-5.8105901029858025,-5.8105901029858025,0.0,0.09240021275365073
27,13,1.0,304.3535107864356,-0.19521035644359014,5.522979533788561,-5.718189890232152,-5.718189890232152,0.0,-0.04707191395337329
27,14,1.0,319.02255454412654,-0.24093509124292092,5.524326712942604,-5.765261804185525,-5.765261804185525,0.0,0.11929072781658867
27,15,1.0,283.148381465179,-0.10912486879605389,5.536846207572883,-5.645971076368936,-5.645971076368937,8.881784197001252e-16,0.003081469664731884
27,16,1.0,282.27721124871977,-0.10481434756279781,5.538075259141406,-5.6428896067042045,-5.642889606704204,8.881784197001252e-16,0.07408215311312993
27,17,1.0,262.1213209360408,-0.032064231988828414,5.536743221602246,-5.5688074535910745,-5.5688074535910745,0.0,-0.071170778666513
27,18,1.0,281.45659173400867,-0.10189222791038492,5.538086004347203,-5.6399782322575875,-5.639978232257588,8.881784197001252e-16,-0.05129109121771158
27,19,1.0,296.2694438294923,-0.1554965129038841,5.535772810571415,-5.691269323475299,-5.691269323475299,0.0,0.08019018245409182
27,20,1.0,273.4391582583453,-0.07163878644351274,5.539440354577696,-5.611079141021207,-5.611079141021209,1.7763568394002505e-15,0.12576554292142905
27,21,1.0,241.12454834288854,0.05494065139899243,5.540254249498771,-5.485313598099778,-5.485313598099778,0.0,-0.04862442508980802
27,22,1.0,253.1388172884553,0.006007014817266294,5.539945038006852,-5.533938023189586,-5.533938023189586,0.0,-0.028104031845486155
27,23,1.0,260.3539509521804,-0.02529811212835686,5.536743942906715,-5.562042055035072,-5.5620420550350715,8.881784197001252e-16,0.11785694446750128
27,24,1.0,231.40863041090816,0.08843051952537223,5.532615630092943,-5.444185110567571,-5.444185110567571,0.0,-0.08007816247790256
27,25,1.0,250.70157136274793,0.002814387242744596,5.527077660288218,-5.524263273045474,-5.524263273045474,0.0,-0.0003155695909748957
27,26,1.0,250.7806976393464,0.002590751992960708,5.5271695946294095,-5.524578842636449,-5.524578842636449,0.0,0.0076988988398376534
27,27,1.0,248.85737564804703,0.015309282424879295,5.532189226221489,-5.516879943796611,-5.51687994379661,8.881784197001252e-16,-0.028773691550887825
