seed,epoch,temperature,Z,E,S,F,F_check,err,delta_F
5,1,1.0,280.583192661581,-0.09850412194313143,5.538366146075191,-5.636870268018322,-5.636870268018322,0.0,0.04675031831928056
5,2,1.0,267.76773644681236,-0.054141861592447584,5.535978088106593,-5.590119949699042,-5.590119949699041,8.881784197001252e-16,-0.004324328036484637
5,3,1.0,268.9281591927959,-0.061725052781553234,5.532719224953972,-5.594444277735526,-5.594444277735525,8.881784197001252e-16,0.042495609910009335
5,4,1.0,257.739315176779,-0.024296115747160778,5.527652552078356,-5.551948667825517,-5.551948667825517,0.0,0.001917319121650607
5,5,1.0,257.2456200961385,-0.02153105504310078,5.528500293660766,-5.550031348703866,-5.550031348703867,8.881784197001252e-16,-0.015161595253393223
5,6,1.0,261.1755911007273,-0.031219372337637098,5.5339735716196214,-5.56519294395726,-5.565192943957259,8.881784197001252e-16,0.07913285351150545
5,7,1.0,241.30461317280037,0.05061031776347995,5.536670408209234,-5.486060090445754,-5.486060090445754,0.0,-0.0008484240545820754
5,8,1.0,241.509428684015,0.04885645488773101,5.535764969388067,-5.486908514500336,-5.486908514500336,0.0,-0.04484632194248572
5,9,1.0,252.58677080700897,0.005832137774879408,5.537586974217701,-5.531754836442822,-5.531754836442822,0.0,-0.04580953140040123
5,10,1.0,264.4267744640555,-0.0379604431074204,5.539603924735803,-5.577564367843223,-5.577564367843223,0.0,0.07680373220416303
5,11,1.0,244.87812447172837,0.03955600102375695,5.5403166366628165,-5.50076063563906,-5.500760635639059,8.881784197001252e-16,-0.04581091751244859
5,12,1.0,256.35714070865464,-0.004246141492192632,5.542325411659316,-5.546571553151509,-5.546571553151509,0.0,-0.04967486195749249
5,13,1.0,269.41324164057767,-0.05427833777494971,5.541968077334053,-5.596246415109001,-5.596246415109002,8.881784197001252e-16,0.09709927444112143
5,14,1.0,244.4833334316689,0.040893310917991414,5.540040451585872,-5.49914714066788,-5.499147140667881,8.881784197001252e-16,-0.003458121780391288
5,15,1.0,245.33025009844232,0.034618754371164503,5.537224016819436,-5.502605262448271,-5.502605262448271,0.0,0.10856186507853227
5,16,1.0,220.09150624898768,0.13234399614238074,5.5263873935121195,-5.394043397369739,-5.394043397369739,0.0,0.025810802635504615
